loss_dB_total,p_d,rate
14.693877551020408,2.1544346900318822e-07,0.00014407646803898453
14.693877551020408,3.162277660168379e-07,0.00014397546462525506
14.693877551020408,4.6415888336127725e-07,0.00014382727549277257
14.693877551020408,6.812920690579608e-07,0.00014360990027421474
14.693877551020408,1e-06,0.00014329113046066683
14.693877551020408,1.4677992676220675e-06,0.00014282386897389537
14.693877551020408,2.1544346900318822e-06,0.0001421393664761182
14.693877551020408,3.162277660168379e-06,0.0001411375155727371
14.693877551020408,4.641588833612773e-06,0.00013967306193940758
14.693877551020408,6.8129206905796085e-06,0.00013753628885929833
14.693877551020408,1e-05,0.0001344264815454446
15.918367346938776,1e-09,0.0001251230793494392
15.918367346938776,1.4677992676220676e-09,0.00012512260998116277
15.918367346938776,2.1544346900318866e-09,0.00012512192104432342
15.918367346938776,3.1622776601683795e-09,0.0001251209098267508
15.918367346938776,4.641588833612773e-09,0.00012511942556970917
15.918367346938776,6.812920690579622e-09,0.0001251172469941812
15.918367346938776,1e-08,0.00012511404931680347
15.918367346938776,1.4677992676220675e-08,0.00012510935584194644
15.918367346938776,2.1544346900318822e-08,0.00012510246692164966
15.918367346938776,3.162277660168379e-08,0.00012509235571129423
15.918367346938776,4.641588833612773e-08,0.00012507751522037206
15.918367346938776,6.812920690579608e-08,0.00012505573394437446
15.918367346938776,1e-07,0.0001250237668181975
15.918367346938776,1.4677992676220674e-07,0.00012497685284608691
15.918367346938776,2.1544346900318822e-07,0.00012490800837738694
15.918367346938776,3.162277660168379e-07,0.000124806992564347
15.918367346938776,4.6415888336127725e-07,0.00012465879483442875
15.918367346938776,6.812920690579608e-07,0.00012444142757085292
15.918367346938776,1e-06,0.0001241227134054965
15.918367346938776,1.4677992676220675e-06,0.0001236556272306894
15.918367346938776,2.1544346900318822e-06,0.00012297158036714807
15.918367346938776,3.162277660168379e-06,0.0001219708150440477
15.918367346938776,4.641588833612773e-06,0.00012050882124972514
15.918367346938776,6.8129206905796085e-06,0.00011837743204416614
15.918367346938776,1e-05,0.00011527907921339834
17.142857142857142,1e-09,0.00010852328284411102
17.142857142857142,1.4677992676220676e-09,0.0001085228133692548
17.142857142857142,2.1544346900318866e-09,0.00010852212427622184
17.142857142857142,3.1622776601683795e-09,0.00010852111282990705
17.142857142857142,4.641588833612773e-09,0.0001085196282382363
17.142857142857142,6.812920690579622e-09,0.00010851744917394835
17.142857142857142,1e-08,0.00010851425078436033
17.142857142857142,1.4677992676220675e-08,0.00010850955627530585
17.142857142857142,2.1544346900318822e-08,0.00010850266586109979
17.142857142857142,3.162277660168379e-08,0.0001084925525098618
